oid,cid,pid,cat,qty,price
38066,c38066,p66,home,2,127
38067,c38067,p67,cloth,3,144
38068,c38068,p68,food,4,161
38069,c38069,p69,toys,5,178
38070,c38070,p70,beauty,1,195
38071,c38071,p71,sport,2,12
38072,c38072,p72,elec,3,29
38073,c38073,p73,books,4,46
38074,c38074,p74,home,5,63
38075,c38075,p75,cloth,1,80
38076,c38076,p76,food,2,97
38077,c38077,p77,toys,3,114
38078,c38078,p78,beauty,4,131
38079,c38079,p79,sport,5,148
38080,c38080,p80,elec,1,165
38081,c38081,p81,books,2,182
38082,c38082,p82,home,3,199
38083,c38083,p83,cloth,4,16
38084,c38084,p84,food,5,33
38085,c38085,p85,toys,1,50
38086,c38086,p86,beauty,2,67
38087,c38087,p87,sport,3,84
38088,c38088,p88,elec,4,101
38089,c38089,p89,books,5,118
38090,c38090,p90,home,1,135
38091,c38091,p91,cloth,2,152
38092,c38092,p92,food,3,169
38093,c38093,p93,toys,4,186
38094,c38094,p94,beauty,5,203
38095,c38095,p95,sport,1,20
38096,c38096,p96,elec,2,37
38097,c38097,p97,books,3,54
38098,c38098,p98,home,4,71
38099,c38099,p99,cloth,5,88
38100,c38100,p100,food,1,105
38101,c38101,p101,toys,2,122
38102,c38102,p102,beauty,3,139
38103,c38103,p103,sport,4,156
38104,c38104,p104,elec,5,173
38105,c38105,p105,books,1,190
38106,c38106,p106,home,2,7
38107,c38107,p107,cloth,3,24
38108,c38108,p108,food,4,41
38109,c38109,p109,toys,5,58
38110,c38110,p110,beauty,1,75
38111,c38111,p111,sport,2,92
38112,c38112,p112,elec,3,109
38113,c38113,p113,books,4,126
38114,c38114,p114,home,5,143
38115,c38115,p115,cloth,1,160
38116,c38116,p116,food,2,177
38117,c38117,p117,toys,3,194
38118,c38118,p118,beauty,4,11
38119,c38119,p119,sport,5,28
38120,c38120,p120,elec,1,45
38121,c38121,p121,books,2,62
38122,c38122,p122,home,3,79
38123,c38123,p123,cloth,4,96
38124,c38124,p124,food,5,113
38125,c38125,p125,toys,1,130
38126,c38126,p126,beauty,2,147
38127,c38127,p127,sport,3,164
38128,c38128,p128,elec,4,181
38129,c38129,p129,books,5,198
38130,c38130,p130,home,1,15
38131,c38131,p131,cloth,2,32
38132,c38132,p132,food,3,49
38133,c38133,p133,toys,4,66
38134,c38134,p134,beauty,5,83
38135,c38135,p135,sport,1,100
38136,c38136,p136,elec,2,117
38137,c38137,p137,books,3,134
38138,c38138,p138,home,4,151
38139,c38139,p139,cloth,5,168
38140,c38140,p140,food,1,185
38141,c38141,p141,toys,2,202
38142,c38142,p142,beauty,3,19
38143,c38143,p143,sport,4,36
38144,c38144,p144,elec,5,53
38145,c38145,p145,books,1,70
38146,c38146,p146,home,2,87
38147,c38147,p147,cloth,3,104
38148,c38148,p148,food,4,121
38149,c38149,p149,toys,5,138
38150,c38150,p150,beauty,1,155
38151,c38151,p151,sport,2,172
38152,c38152,p152,elec,3,189
38153,c38153,p153,books,4,6
38154,c38154,p154,home,5,23
38155,c38155,p155,cloth,1,40
38156,c38156,p156,food,2,57
38157,c38157,p157,toys,3,74
38158,c38158,p158,beauty,4,91
38159,c38159,p159,sport,5,108
38160,c38160,p160,elec,1,125
38161,c38161,p161,books,2,142
38162,c38162,p162,home,3,159
38163,c38163,p163,cloth,4,176
38164,c38164,p164,food,5,193
38165,c38165,p165,toys,1,10
38166,c38166,p166,beauty,2,27
38167,c38167,p167,sport,3,44
38168,c38168,p168,elec,4,61
38169,c38169,p169,books,5,78
38170,c38170,p170,home,1,95
38171,c38171,p171,cloth,2,112
38172,c38172,p172,food,3,129
38173,c38173,p173,toys,4,146
38174,c38174,p174,beauty,5,163
38175,c38175,p175,sport,1,180
38176,c38176,p176,elec,2,197
38177,c38177,p177,books,3,14
38178,c38178,p178,home,4,31
38179,c38179,p179,cloth,5,48
38180,c38180,p180,food,1,65
38181,c38181,p181,toys,2,82
38182,c38182,p182,beauty,3,99
38183,c38183,p183,sport,4,116
38184,c38184,p184,elec,5,133
38185,c38185,p185,books,1,150
38186,c38186,p186,home,2,167
38187,c38187,p187,cloth,3,184
38188,c38188,p188,food,4,201
38189,c38189,p189,toys,5,18
38190,c38190,p190,beauty,1,35
38191,c38191,p191,sport,2,52
38192,c38192,p192,elec,3,69
38193,c38193,p193,books,4,86
38194,c38194,p194,home,5,103
38195,c38195,p195,cloth,1,120
38196,c38196,p196,food,2,137
38197,c38197,p197,toys,3,154
38198,c38198,p198,beauty,4,171
38199,c38199,p199,sport,5,188
38200,c38200,p0,elec,1,5
38201,c38201,p1,books,2,22
38202,c38202,p2,home,3,39
38203,c38203,p3,cloth,4,56
38204,c38204,p4,food,5,73
38205,c38205,p5,toys,1,90
38206,c38206,p6,beauty,2,107
38207,c38207,p7,sport,3,124
38208,c38208,p8,elec,4,141
38209,c38209,p9,books,5,158
38210,c38210,p10,home,1,175
38211,c38211,p11,cloth,2,192
38212,c38212,p12,food,3,9
38213,c38213,p13,toys,4,26
38214,c38214,p14,beauty,5,43
38215,c38215,p15,sport,1,60
38216,c38216,p16,elec,2,77
38217,c38217,p17,books,3,94
38218,c38218,p18,home,4,111
38219,c38219,p19,cloth,5,128
38220,c38220,p20,food,1,145
38221,c38221,p21,toys,2,162
38222,c38222,p22,beauty,3,179
38223,c38223,p23,sport,4,196
38224,c38224,p24,elec,5,13
38225,c38225,p25,books,1,30
38226,c38226,p26,home,2,47
38227,c38227,p27,cloth,3,64
38228,c38228,p28,food,4,81
38229,c38229,p29,toys,5,98
38230,c38230,p30,beauty,1,115
38231,c38231,p31,sport,2,132
38232,c38232,p32,elec,3,149
38233,c38233,p33,books,4,166
38234,c38234,p34,home,5,183
38235,c38235,p35,cloth,1,200
38236,c38236,p36,food,2,17
38237,c38237,p37,toys,3,34
38238,c38238,p38,beauty,4,51
38239,c38239,p39,sport,5,68
38240,c38240,p40,elec,1,85
38241,c38241,p41,books,2,102
38242,c38242,p42,home,3,119
38243,c38243,p43,cloth,4,136
38244,c38244,p44,food,5,153
38245,c38245,p45,toys,1,170
38246,c38246,p46,beauty,2,187
38247,c38247,p47,sport,3,204
38248,c38248,p48,elec,4,21
38249,c38249,p49,books,5,38
38250,c38250,p50,home,1,55
38251,c38251,p51,cloth,2,72
38252,c38252,p52,food,3,89
38253,c38253,p53,toys,4,106
38254,c38254,p54,beauty,5,123
38255,c38255,p55,sport,1,140
38256,c38256,p56,elec,2,157
38257,c38257,p57,books,3,174
38258,c38258,p58,home,4,191
38259,c38259,p59,cloth,5,8
38260,c38260,p60,food,1,25
38261,c38261,p61,toys,2,42
38262,c38262,p62,beauty,3,59
38263,c38263,p63,sport,4,76
38264,c38264,p64,elec,5,93
38265,c38265,p65,books,1,110
38266,c38266,p66,home,2,127
38267,c38267,p67,cloth,3,144
38268,c38268,p68,food,4,161
38269,c38269,p69,toys,5,178
38270,c38270,p70,beauty,1,195
38271,c38271,p71,sport,2,12
38272,c38272,p72,elec,3,29
38273,c38273,p73,books,4,46
38274,c38274,p74,home,5,63
38275,c38275,p75,cloth,1,80
38276,c38276,p76,food,2,97
38277,c38277,p77,toys,3,114
38278,c38278,p78,beauty,4,131
38279,c38279,p79,sport,5,148
38280,c38280,p80,elec,1,165
38281,c38281,p81,books,2,182
38282,c38282,p82,home,3,199
38283,c38283,p83,cloth,4,16
38284,c38284,p84,food,5,33
38285,c38285,p85,toys,1,50
38286,c38286,p86,beauty,2,67
38287,c38287,p87,sport,3,84
38288,c38288,p88,elec,4,101
38289,c38289,p89,books,5,118
38290,c38290,p90,home,1,135
38291,c38291,p91,cloth,2,152
38292,c38292,p92,food,3,169
38293,c38293,p93,toys,4,186
38294,c38294,p94,beauty,5,203
38295,c38295,p95,sport,1,20
38296,c38296,p96,elec,2,37
38297,c38297,p97,books,3,54
38298,c38298,p98,home,4,71
38299,c38299,p99,cloth,5,88
38300,c38300,p100,food,1,105
38301,c38301,p101,toys,2,122
38302,c38302,p102,beauty,3,139
38303,c38303,p103,sport,4,156
38304,c38304,p104,elec,5,173
38305,c38305,p105,books,1,190
38306,c38306,p106,home,2,7
38307,c38307,p107,cloth,3,24
38308,c38308,p108,food,4,41
38309,c38309,p109,toys,5,58
38310,c38310,p110,beauty,1,75
38311,c38311,p111,sport,2,92
38312,c38312,p112,elec,3,109
38313,c38313,p113,books,4,126
38314,c38314,p114,home,5,143
38315,c38315,p115,cloth,1,160
38316,c38316,p116,food,2,177
38317,c38317,p117,toys,3,194
38318,c38318,p118,beauty,4,11
38319,c38319,p119,sport,5,28
38320,c38320,p120,elec,1,45
38321,c38321,p121,books,2,62
38322,c38322,p122,home,3,79
38323,c38323,p123,cloth,4,96
38324,c38324,p124,food,5,113
38325,c38325,p125,toys,1,130
38326,c38326,p126,beauty,2,147
38327,c38327,p127,sport,3,164
38328,c38328,p128,elec,4,181
38329,c38329,p129,books,5,198
38330,c38330,p130,home,1,15
38331,c38331,p131,cloth,2,32
38332,c38332,p132,food,3,49
38333,c38333,p133,toys,4,66
38334,c38334,p134,beauty,5,83
38335,c38335,p135,sport,1,100
38336,c38336,p136,elec,2,117
38337,c38337,p137,books,3,134
38338,c38338,p138,home,4,151
38339,c38339,p139,cloth,5,168
38340,c38340,p140,food,1,185
38341,c38341,p141,toys,2,202
38342,c38342,p142,beauty,3,19
38343,c38343,p143,sport,4,36
38344,c38344,p144,elec,5,53
38345,c38345,p145,books,1,70
38346,c38346,p146,home,2,87
38347,c38347,p147,cloth,3,104
38348,c38348,p148,food,4,121
38349,c38349,p149,toys,5,138
38350,c38350,p150,beauty,1,155
38351,c38351,p151,sport,2,172
38352,c38352,p152,elec,3,189
38353,c38353,p153,books,4,6
38354,c38354,p154,home,5,23
38355,c38355,p155,cloth,1,40
38356,c38356,p156,food,2,57
38357,c38357,p157,toys,3,74
38358,c38358,p158,beauty,4,91
38359,c38359,p159,sport,5,108
38360,c38360,p160,elec,1,125
38361,c38361,p161,books,2,142
38362,c38362,p162,home,3,159
38363,c38363,p163,cloth,4,176
38364,c38364,p164,food,5,193
38365,c38365,p165,toys,1,10
38366,c38366,p166,beauty,2,27
38367,c38367,p167,sport,3,44
38368,c38368,p168,elec,4,61
38369,c38369,p169,books,5,78
38370,c38370,p170,home,1,95
38371,c38371,p171,cloth,2,112
38372,c38372,p172,food,3,129
38373,c38373,p173,toys,4,146
38374,c38374,p174,beauty,5,163
38375,c38375,p175,sport,1,180
38376,c38376,p176,elec,2,197
38377,c38377,p177,books,3,14
38378,c38378,p178,home,4,31
38379,c38379,p179,cloth,5,48
38380,c38380,p180,food,1,65
38381,c38381,p181,toys,2,82
38382,c38382,p182,beauty,3,99
38383,c38383,p183,sport,4,116
38384,c38384,p184,elec,5,133
38385,c38385,p185,books,1,150
38386,c38386,p186,home,2,167
38387,c38387,p187,cloth,3,184
38388,c38388,p188,food,4,201
38389,c38389,p189,toys,5,18
38390,c38390,p190,beauty,1,35
38391,c38391,p191,sport,2,52
38392,c38392,p192,elec,3,69
38393,c38393,p193,books,4,86
38394,c38394,p194,home,5,103
38395,c38395,p195,cloth,1,120
38396,c38396,p196,food,2,137
38397,c38397,p197,toys,3,154
38398,c38398,p198,beauty,4,171
38399,c38399,p199,sport,5,188
38400,c38400,p0,elec,1,5
38401,c38401,p1,books,2,22
38402,c38402,p2,home,3,39
38403,c38403,p3,cloth,4,56
38404,c38404,p4,food,5,73
38405,c38405,p5,toys,1,90
38406,c38406,p6,beauty,2,107
38407,c38407,p7,sport,3,124
38408,c38408,p8,elec,4,141
38409,c38409,p9,books,5,158
38410,c38410,p10,home,1,175
38411,c38411,p11,cloth,2,192
38412,c38412,p12,food,3,9
38413,c38413,p13,toys,4,26
38414,c38414,p14,beauty,5,43
38415,c38415,p15,sport,1,60
38416,c38416,p16,elec,2,77
38417,c38417,p17,books,3,94
38418,c38418,p18,home,4,111
38419,c38419,p19,cloth,5,128
38420,c38420,p20,food,1,145
38421,c38421,p21,toys,2,162
38422,c38422,p22,beauty,3,179
38423,c38423,p23,sport,4,196
38424,c38424,p24,elec,5,13
38425,c38425,p25,books,1,30
38426,c38426,p26,home,2,47
38427,c38427,p27,cloth,3,64
38428,c38428,p28,food,4,81
38429,c38429,p29,toys,5,98
38430,c38430,p30,beauty,1,115
38431,c38431,p31,sport,2,132
38432,c38432,p32,elec,3,149
38433,c38433,p33,books,4,166
38434,c38434,p34,home,5,183
38435,c38435,p35,cloth,1,200
38436,c38436,p36,food,2,17
38437,c38437,p37,toys,3,34
38438,c38438,p38,beauty,4,51
38439,c38439,p39,sport,5,68
38440,c38440,p40,elec,1,85
38441,c38441,p41,books,2,102
38442,c38442,p42,home,3,119
38443,c38443,p43,cloth,4,136
38444,c38444,p44,food,5,153
38445,c38445,p45,toys,1,170
38446,c38446,p46,beauty,2,187
38447,c38447,p47,sport,3,204
38448,c38448,p48,elec,4,21
38449,c38449,p49,books,5,38
38450,c38450,p50,home,1,55
38451,c38451,p51,cloth,2,72
38452,c38452,p52,food,3,89
38453,c38453,p53,toys,4,106
38454,c38454,p54,beauty,5,123
38455,c38455,p55,sport,1,140
38456,c38456,p56,elec,2,157
38457,c38457,p57,books,3,174
38458,c38458,p58,home,4,191
38459,c38459,p59,cloth,5,8
38460,c38460,p60,food,1,25
38461,c38461,p61,toys,2,42
38462,c38462,p62,beauty,3,59
38463,c38463,p63,sport,4,76
38464,c38464,p64,elec,5,93
38465,c38465,p65,books,1,110
38466,c38466,p66,home,2,127
38467,c38467,p67,cloth,3,144
38468,c38468,p68,food,4,161
38469,c38469,p69,toys,5,178
38470,c38470,p70,beauty,1,195
38471,c38471,p71,sport,2,12
38472,c38472,p72,elec,3,29
38473,c38473,p73,books,4,46
38474,c38474,p74,home,5,63
38475,c38475,p75,cloth,1,80
38476,c38476,p76,food,2,97
38477,c38477,p77,toys,3,114
38478,c38478,p78,beauty,4,131
38479,c38479,p79,sport,5,148
38480,c38480,p80,elec,1,165
38481,c38481,p81,books,2,182
38482,c38482,p82,home,3,199
38483,c38483,p83,cloth,4,16
38484,c38484,p84,food,5,33
38485,c38485,p85,toys,1,50
38486,c38486,p86,beauty,2,67
38487,c38487,p87,sport,3,84
38488,c38488,p88,elec,4,101
38489,c38489,p89,books,5,118
38490,c38490,p90,home,1,135
38491,c38491,p91,cloth,2,152
38492,c38492,p92,food,3,169
38493,c38493,p93,toys,4,186
38494,c38494,p94,beauty,5,203
38495,c38495,p95,sport,1,20
38496,c38496,p96,elec,2,37
38497,c38497,p97,books,3,54
38498,c38498,p98,home,4,71
38499,c38499,p99,cloth,5,88
38500,c38500,p100,food,1,105
38501,c38501,p101,toys,2,122
38502,c38502,p102,beauty,3,139
38503,c38503,p103,sport,4,156
38504,c38504,p104,elec,5,173
38505,c38505,p105,books,1,190
38506,c38506,p106,home,2,7
38507,c38507,p107,cloth,3,24
38508,c38508,p108,food,4,41
38509,c38509,p109,toys,5,58
38510,c38510,p110,beauty,1,75
38511,c38511,p111,sport,2,92
38512,c38512,p112,elec,3,109
38513,c38513,p113,books,4,126
38514,c38514,p114,home,5,143
38515,c38515,p115,cloth,1,160
38516,c38516,p116,food,2,177
38517,c38517,p117,toys,3,194
38518,c38518,p118,beauty,4,11
38519,c38519,p119,sport,5,28
38520,c38520,p120,elec,1,45
38521,c38521,p121,books,2,62
38522,c38522,p122,home,3,79
38523,c38523,p123,cloth,4,96
38524,c38524,p124,food,5,113
38525,c38525,p125,toys,1,130
38526,c38526,p126,beauty,2,147
38527,c38527,p127,sport,3,164
38528,c38528,p128,elec,4,181
38529,c38529,p129,books,5,198
38530,c38530,p130,home,1,15
38531,c38531,p131,cloth,2,32
38532,c38532,p132,food,3,49
38533,c38533,p133,toys,4,66
38534,c38534,p134,beauty,5,83
38535,c38535,p135,sport,1,100
38536,c38536,p136,elec,2,117
38537,c38537,p137,books,3,134
38538,c38538,p138,home,4,151
38539,c38539,p139,cloth,5,168
38540,c38540,p140,food,1,185
38541,c38541,p141,toys,2,202
38542,c38542,p142,beauty,3,19
38543,c38543,p143,sport,4,36
38544,c38544,p144,elec,5,53
38545,c38545,p145,books,1,70
38546,c38546,p146,home,2,87
38547,c38547,p147,cloth,3,104
38548,c38548,p148,food,4,121
38549,c38549,p149,toys,5,138
38550,c38550,p150,beauty,1,155
38551,c38551,p151,sport,2,172
38552,c38552,p152,elec,3,189
38553,c38553,p153,books,4,6
38554,c38554,p154,home,5,23
38555,c38555,p155,cloth,1,40
38556,c38556,p156,food,2,57
38557,c38557,p157,toys,3,74
38558,c38558,p158,beauty,4,91
38559,c38559,p159,sport,5,108
38560,c38560,p160,elec,1,125
38561,c38561,p161,books,2,142
38562,c38562,p162,home,3,159
38563,c38563,p163,cloth,4,176
38564,c38564,p164,food,5,193
38565,c38565,p165,toys,1,10
38566,c38566,p166,beauty,2,27
38567,c38567,p167,sport,3,44
38568,c38568,p168,elec,4,61
38569,c38569,p169,books,5,78
38570,c38570,p170,home,1,95
38571,c38571,p171,cloth,2,112
38572,c38572,p172,food,3,129
38573,c38573,p173,toys,4,146
38574,c38574,p174,beauty,5,163
38575,c38575,p175,sport,1,180
38576,c38576,p176,elec,2,197
38577,c38577,p177,books,3,14
38578,c38578,p178,home,4,31
38579,c38579,p179,cloth,5,48
38580,c38580,p180,food,1,65
38581,c38581,p181,toys,2,82
38582,c38582,p182,beauty,3,99
38583,c38583,p183,sport,4,116
38584,c38584,p184,elec,5,133
38585,c38585,p185,books,1,150
38586,c38586,p186,home,2,167
38587,c38587,p187,cloth,3,184
38588,c38588,p188,food,4,201
38589,c38589,p189,toys,5,18
38590,c38590,p190,beauty,1,35
38591,c38591,p191,sport,2,52
38592,c38592,p192,elec,3,69
38593,c38593,p193,books,4,86
38594,c38594,p194,home,5,103
38595,c38595,p195,cloth,1,120
38596,c38596,p196,food,2,137
38597,c38597,p197,toys,3,154
38598,c38598,p198,beauty,4,171
38599,c38599,p199,sport,5,188
38600,c38600,p0,elec,1,5
38601,c38601,p1,books,2,22
38602,c38602,p2,home,3,39
38603,c38603,p3,cloth,4,56
38604,c38604,p4,food,5,73
38605,c38605,p5,toys,1,90
38606,c38606,p6,beauty,2,107
38607,c38607,p7,sport,3,124
38608,c38608,p8,elec,4,141
38609,c38609,p9,books,5,158
38610,c38610,p10,home,1,175
38611,c38611,p11,cloth,2,192
38612,c38612,p12,food,3,9
38613,c38613,p13,toys,4,26
38614,c38614,p14,beauty,5,43
38615,c38615,p15,sport,1,60
38616,c38616,p16,elec,2,77
38617,c38617,p17,books,3,94
38618,c38618,p18,home,4,111
38619,c38619,p19,cloth,5,128
38620,c38620,p20,food,1,145
38621,c38621,p21,toys,2,162
38622,c38622,p22,beauty,3,179
38623,c38623,p23,sport,4,196
38624,c38624,p24,elec,5,13
38625,c38625,p25,books,1,30
38626,c38626,p26,home,2,47
38627,c38627,p27,cloth,3,64
38628,c38628,p28,food,4,81
38629,c38629,p29,toys,5,98
38630,c38630,p30,beauty,1,115
38631,c38631,p31,sport,2,132
38632,c38632,p32,elec,3,149
38633,c38633,p33,books,4,166
38634,c38634,p34,home,5,183
38635,c38635,p35,cloth,1,200
38636,c38636,p36,food,2,17
38637,c38637,p37,toys,3,34
38638,c38638,p38,beauty,4,51
38639,c38639,p39,sport,5,68
38640,c38640,p40,elec,1,85
38641,c38641,p41,books,2,102
38642,c38642,p42,home,3,119
38643,c38643,p43,cloth,4,136
38644,c38644,p44,food,5,153
38645,c38645,p45,toys,1,170
38646,c38646,p46,beauty,2,187
38647,c38647,p47,sport,3,204
38648,c38648,p48,elec,4,21
38649,c38649,p49,books,5,38
38650,c38650,p50,home,1,55
38651,c38651,p51,cloth,2,72
38652,c38652,p52,food,3,89
38653,c38653,p53,toys,4,106
38654,c38654,p54,beauty,5,123
38655,c38655,p55,sport,1,140
38656,c38656,p56,elec,2,157
38657,c38657,p57,books,3,174
38658,c38658,p58,home,4,191
38659,c38659,p59,cloth,5,8
38660,c38660,p60,food,1,25
38661,c38661,p61,toys,2,42
38662,c38662,p62,beauty,3,59
38663,c38663,p63,sport,4,76
38664,c38664,p64,elec,5,93
38665,c38665,p65,books,1,110
38666,c38666,p66,home,2,127
38667,c38667,p67,cloth,3,144
38668,c38668,p68,food,4,161
38669,c38669,p69,toys,5,178
38670,c38670,p70,beauty,1,195
38671,c38671,p71,sport,2,12
38672,c38672,p72,elec,3,29
38673,c38673,p73,books,4,46
38674,c38674,p74,home,5,63
38675,c38675,p75,cloth,1,80
38676,c38676,p76,food,2,97
38677,c38677,p77,toys,3,114
38678,c38678,p78,beauty,4,131
38679,c38679,p79,sport,5,148
38680,c38680,p80,elec,1,165
38681,c38681,p81,books,2,182
38682,c38682,p82,home,3,199
38683,c38683,p83,cloth,4,16
38684,c38684,p84,food,5,33
38685,c38685,p85,toys,1,50
38686,c38686,p86,beauty,2,67
38687,c38687,p87,sport,3,84
38688,c38688,p88,elec,4,101
38689,c38689,p89,books,5,118
38690,c38690,p90,home,1,135
38691,c38691,p91,cloth,2,152
38692,c38692,p92,food,3,169
38693,c38693,p93,toys,4,186
38694,c38694,p94,beauty,5,203
38695,c38695,p95,sport,1,20
38696,c38696,p96,elec,2,37
38697,c38697,p97,books,3,54
38698,c38698,p98,home,4,71
38699,c38699,p99,cloth,5,88
38700,c38700,p100,food,1,105
38701,c38701,p101,toys,2,122
38702,c38702,p102,beauty,3,139
38703,c38703,p103,sport,4,156
38704,c38704,p104,elec,5,173
38705,c38705,p105,books,1,190
38706,c38706,p106,home,2,7
38707,c38707,p107,cloth,3,24
38708,c38708,p108,food,4,41
38709,c38709,p109,toys,5,58
38710,c38710,p110,beauty,1,75
38711,c38711,p111,sport,2,92
38712,c38712,p112,elec,3,109
38713,c38713,p113,books,4,126
38714,c38714,p114,home,5,143
38715,c38715,p115,cloth,1,160
38716,c38716,p116,food,2,177
38717,c38717,p117,toys,3,194
38718,c38718,p118,beauty,4,11
38719,c38719,p119,sport,5,28
38720,c38720,p120,elec,1,45
38721,c38721,p121,books,2,62
38722,c38722,p122,home,3,79
38723,c38723,p123,cloth,4,96
38724,c38724,p124,food,5,113
38725,c38725,p125,toys,1,130
38726,c38726,p126,beauty,2,147
38727,c38727,p127,sport,3,164
38728,c38728,p128,elec,4,181
38729,c38729,p129,books,5,198
38730,c38730,p130,home,1,15
38731,c38731,p131,cloth,2,32
38732,c38732,p132,food,3,49
38733,c38733,p133,toys,4,66
38734,c38734,p134,beauty,5,83
38735,c38735,p135,sport,1,100
38736,c38736,p136,elec,2,117
38737,c38737,p137,books,3,134
38738,c38738,p138,home,4,151
38739,c38739,p139,cloth,5,168
38740,c38740,p140,food,1,185
38741,c38741,p141,toys,2,202
38742,c38742,p142,beauty,3,19
38743,c38743,p143,sport,4,36
38744,c38744,p144,elec,5,53
38745,c38745,p145,books,1,70
38746,c38746,p146,home,2,87
38747,c38747,p147,cloth,3,104
38748,c38748,p148,food,4,121
38749,c38749,p149,toys,5,138
38750,c38750,p150,beauty,1,155
38751,c38751,p151,sport,2,172
38752,c38752,p152,elec,3,189
38753,c38753,p153,books,4,6
38754,c38754,p154,home,5,23
38755,c38755,p155,cloth,1,40
38756,c38756,p156,food,2,57
38757,c38757,p157,toys,3,74
38758,c38758,p158,beauty,4,91
38759,c38759,p159,sport,5,108
38760,c38760,p160,elec,1,125
38761,c38761,p161,books,2,142
38762,c38762,p162,home,3,159
38763,c38763,p163,cloth,4,176
38764,c38764,p164,food,5,193
38765,c38765,p165,toys,1,10
38766,c38766,p166,beauty,2,27
38767,c38767,p167,sport,3,44
38768,c38768,p168,elec,4,61
38769,c38769,p169,books,5,78
38770,c38770,p170,home,1,95
38771,c38771,p171,cloth,2,112
38772,c38772,p172,food,3,129
38773,c38773,p173,toys,4,146
38774,c38774,p174,beauty,5,163
38775,c38775,p175,sport,1,180
38776,c38776,p176,elec,2,197
38777,c38777,p177,books,3,14
38778,c38778,p178,home,4,31
38779,c38779,p179,cloth,5,48
38780,c38780,p180,food,1,65
38781,c38781,p181,toys,2,82
38782,c38782,p182,beauty,3,99
38783,c38783,p183,sport,4,116
38784,c38784,p184,elec,5,133
38785,c38785,p185,books,1,150
38786,c38786,p186,home,2,167
38787,c38787,p187,cloth,3,184
38788,c38788,p188,food,4,201
38789,c38789,p189,toys,5,18
38790,c38790,p190,beauty,1,35
38791,c38791,p191,sport,2,52
38792,c38792,p192,elec,3,69
38793,c38793,p193,books,4,86
38794,c38794,p194,home,5,103
38795,c38795,p195,cloth,1,120
38796,c38796,p196,food,2,137
38797,c38797,p197,toys,3,154
38798,c38798,p198,beauty,4,171
38799,c38799,p199,sport,5,188
38800,c38800,p0,elec,1,5
38801,c38801,p1,books,2,22
38802,c38802,p2,home,3,39
38803,c38803,p3,cloth,4,56
38804,c38804,p4,food,5,73
38805,c38805,p5,toys,1,90
38806,c38806,p6,beauty,2,107
38807,c38807,p7,sport,3,124
38808,c38808,p8,elec,4,141
38809,c38809,p9,books,5,158
38810,c38810,p10,home,1,175
38811,c38811,p11,cloth,2,192
38812,c38812,p12,food,3,9
38813,c38813,p13,toys,4,26
38814,c38814,p14,beauty,5,43
38815,c38815,p15,sport,1,60
38816,c38816,p16,elec,2,77
38817,c38817,p17,books,3,94
38818,c38818,p18,home,4,111
38819,c38819,p19,cloth,5,128
38820,c38820,p20,food,1,145
38821,c38821,p21,toys,2,162
38822,c38822,p22,beauty,3,179
38823,c38823,p23,sport,4,196
38824,c38824,p24,elec,5,13
38825,c38825,p25,books,1,30
38826,c38826,p26,home,2,47
38827,c38827,p27,cloth,3,64
38828,c38828,p28,food,4,81
38829,c38829,p29,toys,5,98
38830,c38830,p30,beauty,1,115
38831,c38831,p31,sport,2,132
38832,c38832,p32,elec,3,149
38833,c38833,p33,books,4,166
38834,c38834,p34,home,5,183
38835,c38835,p35,cloth,1,200
38836,c38836,p36,food,2,17
38837,c38837,p37,toys,3,34
38838,c38838,p38,beauty,4,51
38839,c38839,p39,sport,5,68
38840,c38840,p40,elec,1,85
38841,c38841,p41,books,2,102
38842,c38842,p42,home,3,119
38843,c38843,p43,cloth,4,136
38844,c38844,p44,food,5,153
38845,c38845,p45,toys,1,170
38846,c38846,p46,beauty,2,187
38847,c38847,p47,sport,3,204
38848,c38848,p48,elec,4,21
38849,c38849,p49,books,5,38
38850,c38850,p50,home,1,55
38851,c38851,p51,cloth,2,72
38852,c38852,p52,food,3,89
38853,c38853,p53,toys,4,106
38854,c38854,p54,beauty,5,123
38855,c38855,p55,sport,1,140
38856,c38856,p56,elec,2,157
38857,c38857,p57,books,3,174
38858,c38858,p58,home,4,191
38859,c38859,p59,cloth,5,8
38860,c38860,p60,food,1,25
38861,c38861,p61,toys,2,42
38862,c38862,p62,beauty,3,59
38863,c38863,p63,sport,4,76
38864,c38864,p64,elec,5,93
38865,c38865,p65,books,1,110
38866,c38866,p66,home,2,127
38867,c38867,p67,cloth,3,144
38868,c38868,p68,food,4,161
38869,c38869,p69,toys,5,178
38870,c38870,p70,beauty,1,195
38871,c38871,p71,sport,2,12
38872,c38872,p72,elec,3,29
38873,c38873,p73,books,4,46
38874,c38874,p74,home,5,63
38875,c38875,p75,cloth,1,80
38876,c38876,p76,food,2,97
38877,c38877,p77,toys,3,114
38878,c38878,p78,beauty,4,131
38879,c38879,p79,sport,5,148
38880,c38880,p80,elec,1,165
38881,c38881,p81,books,2,182
38882,c38882,p82,home,3,199
38883,c38883,p83,cloth,4,16
38884,c38884,p84,food,5,33
38885,c38885,p85,toys,1,50
38886,c38886,p86,beauty,2,67
38887,c38887,p87,sport,3,84
38888,c38888,p88,elec,4,101
38889,c38889,p89,books,5,118
38890,c38890,p90,home,1,135
38891,c38891,p91,cloth,2,152
38892,c38892,p92,food,3,169
38893,c38893,p93,toys,4,186
